year_label,year,ceremony_number,award_id,award_label,name,film,winner,ethnic_background,milestone-note
1947 (20th),1947,20,best_actor_supporting_role,Best Actor in a Supporting Role,Thomas Gomez,Ride the Pink Horse,FALSE,hispanic,First and (to date) only American actor of Hispanic descent to be nominated for Best Supporting Actor.Born in New York to Spanish-born parents.
1947 (20th),1947,20,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Ryan,Crossfire,FALSE,,
1947 (20th),1947,20,best_actor_supporting_role,Best Actor in a Supporting Role,Richard Widmark,Kiss of Death,FALSE,,
1948 (21st),1948,21,best_actor_supporting_role,Best Actor in a Supporting Role,Walter Huston,The Treasure of the Sierra Madre,TRUE,,
1948 (21st),1948,21,best_actor_supporting_role,Best Actor in a Supporting Role,Charles Bickford,Johnny Belinda,FALSE,,
1948 (21st),1948,21,best_actor_supporting_role,Best Actor in a Supporting Role,José Ferrer,Joan of Arc,FALSE,hispanic,First Hispanic person to be nominated for an acting Academy Award.  First Puerto Rican to be nominated in any category.
1948 (21st),1948,21,best_actor_supporting_role,Best Actor in a Supporting Role,Oscar Homolka,I Remember Mama,FALSE,,
1948 (21st),1948,21,best_actor_supporting_role,Best Actor in a Supporting Role,Cecil Kellaway,The Luck of the Irish,FALSE,,
1949 (22nd),1949,22,best_actor_supporting_role,Best Actor in a Supporting Role,Dean Jagger,Twelve O'Clock High,TRUE,,
1949 (22nd),1949,22,best_actor_supporting_role,Best Actor in a Supporting Role,John Ireland,All the King's Men,FALSE,,
1949 (22nd),1949,22,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur Kennedy,Champion,FALSE,,
1949 (22nd),1949,22,best_actor_supporting_role,Best Actor in a Supporting Role,Ralph Richardson,The Heiress,FALSE,,
1949 (22nd),1949,22,best_actor_supporting_role,Best Actor in a Supporting Role,James Whitmore,Battleground,FALSE,,
1950 (23rd),1950,23,best_actor_supporting_role,Best Actor in a Supporting Role,George Sanders,All About Eve,TRUE,,
1950 (23rd),1950,23,best_actor_supporting_role,Best Actor in a Supporting Role,Jeff Chandler,Broken Arrow,FALSE,,
1950 (23rd),1950,23,best_actor_supporting_role,Best Actor in a Supporting Role,Edmund Gwenn,Mister 880,FALSE,,
1950 (23rd),1950,23,best_actor_supporting_role,Best Actor in a Supporting Role,Sam Jaffe,The Asphalt Jungle,FALSE,,
1950 (23rd),1950,23,best_actor_supporting_role,Best Actor in a Supporting Role,Erich von Stroheim,Sunset Boulevard,FALSE,,
1951 (24th),1951,24,best_actor_supporting_role,Best Actor in a Supporting Role,Karl Malden,A Streetcar Named Desire,TRUE,,
1951 (24th),1951,24,best_actor_supporting_role,Best Actor in a Supporting Role,Leo Genn,Quo Vadis,FALSE,,
1951 (24th),1951,24,best_actor_supporting_role,Best Actor in a Supporting Role,Kevin McCarthy,Death of a Salesman,FALSE,,
1951 (24th),1951,24,best_actor_supporting_role,Best Actor in a Supporting Role,Peter Ustinov,Quo Vadis,FALSE,,
1951 (24th),1951,24,best_actor_supporting_role,Best Actor in a Supporting Role,Gig Young,Come Fill the Cup,FALSE,,
1952 (25th),1952,25,best_actor_supporting_role,Best Actor in a Supporting Role,Anthony Quinn,Viva Zapata!,TRUE,hispanic,
1952 (25th),1952,25,best_actor_supporting_role,Best Actor in a Supporting Role,Richard Burton,My Cousin Rachel,FALSE,,
1952 (25th),1952,25,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur Hunnicutt,The Big Sky,FALSE,,
1952 (25th),1952,25,best_actor_supporting_role,Best Actor in a Supporting Role,Victor McLaglen,The Quiet Man,FALSE,,
1952 (25th),1952,25,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Palance,Sudden Fear,FALSE,,
1953 (26th),1953,26,best_actor_supporting_role,Best Actor in a Supporting Role,Frank Sinatra,From Here to Eternity,TRUE,,
1953 (26th),1953,26,best_actor_supporting_role,Best Actor in a Supporting Role,Eddie Albert,Roman Holiday,FALSE,,
1953 (26th),1953,26,best_actor_supporting_role,Best Actor in a Supporting Role,Brandon deWilde,Shane,FALSE,,
1953 (26th),1953,26,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Palance,Shane,FALSE,,
1953 (26th),1953,26,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Strauss,Stalag 17,FALSE,,
1954 (27th),1954,27,best_actor_supporting_role,Best Actor in a Supporting Role,Edmond O'Brien,The Barefoot Contessa,TRUE,,
1954 (27th),1954,27,best_actor_supporting_role,Best Actor in a Supporting Role,Lee J. Cobb,On the Waterfront,FALSE,,
1954 (27th),1954,27,best_actor_supporting_role,Best Actor in a Supporting Role,Karl Malden,On the Waterfront,FALSE,,
1954 (27th),1954,27,best_actor_supporting_role,Best Actor in a Supporting Role,Rod Steiger,On the Waterfront,FALSE,,
1954 (27th),1954,27,best_actor_supporting_role,Best Actor in a Supporting Role,Tom Tully,The Caine Mutiny,FALSE,,
1955 (28th),1955,28,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Lemmon,Mister Roberts,TRUE,,
1955 (28th),1955,28,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur Kennedy,Trial,FALSE,,
1955 (28th),1955,28,best_actor_supporting_role,Best Actor in a Supporting Role,Joe Mantell,Marty,FALSE,,
1955 (28th),1955,28,best_actor_supporting_role,Best Actor in a Supporting Role,Sal Mineo,Rebel Without a Cause,FALSE,,
1955 (28th),1955,28,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur O'Connell,Picnic,FALSE,,
1956 (29th),1956,29,best_actor_supporting_role,Best Actor in a Supporting Role,Anthony Quinn,Lust for Life,TRUE,hispanic,First Mexican-born actor to win two Oscars in the same category.
1956 (29th),1956,29,best_actor_supporting_role,Best Actor in a Supporting Role,Don Murray,Bus Stop,FALSE,,
1956 (29th),1956,29,best_actor_supporting_role,Best Actor in a Supporting Role,Anthony Perkins,Friendly Persuasion,FALSE,,
1956 (29th),1956,29,best_actor_supporting_role,Best Actor in a Supporting Role,Mickey Rooney,The Bold and the Brave,FALSE,,
1956 (29th),1956,29,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Stack,Written on the Wind,FALSE,,
1957 (30th),1957,30,best_actor_supporting_role,Best Actor in a Supporting Role,Red Buttons,Sayonara,TRUE,,
1957 (30th),1957,30,best_actor_supporting_role,Best Actor in a Supporting Role,Vittorio De Sica,A Farewell to Arms,FALSE,,
1957 (30th),1957,30,best_actor_supporting_role,Best Actor in a Supporting Role,Sessue Hayakawa,The Bridge on the River Kwai,FALSE,asian,Japanese descent.First Asian nominated for Supporting Actor.
1957 (30th),1957,30,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur Kennedy,Peyton Place,FALSE,,
1957 (30th),1957,30,best_actor_supporting_role,Best Actor in a Supporting Role,Russ Tamblyn,Peyton Place,FALSE,,
1958 (31st),1958,31,best_actor_supporting_role,Best Actor in a Supporting Role,Burl Ives,The Big Country,TRUE,,
1958 (31st),1958,31,best_actor_supporting_role,Best Actor in a Supporting Role,Theodore Bikel,The Defiant Ones,FALSE,,
1958 (31st),1958,31,best_actor_supporting_role,Best Actor in a Supporting Role,Lee J. Cobb,The Brothers Karamazov,FALSE,,
1958 (31st),1958,31,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur Kennedy,Some Came Running,FALSE,,
1958 (31st),1958,31,best_actor_supporting_role,Best Actor in a Supporting Role,Gig Young,Teacher's Pet,FALSE,,
1959 (32nd),1959,32,best_actor_supporting_role,Best Actor in a Supporting Role,Hugh Griffith,Ben-Hur,TRUE,,
1959 (32nd),1959,32,best_actor_supporting_role,Best Actor in a Supporting Role,Arthur O'Connell,Anatomy of a Murder,FALSE,,
1959 (32nd),1959,32,best_actor_supporting_role,Best Actor in a Supporting Role,George C. Scott,Anatomy of a Murder,FALSE,,
1959 (32nd),1959,32,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Vaughn,The Young Philadelphians,FALSE,,
1959 (32nd),1959,32,best_actor_supporting_role,Best Actor in a Supporting Role,Ed Wynn,The Diary of Anne Frank,FALSE,,
1960 (33rd),1960,33,best_actor_supporting_role,Best Actor in a Supporting Role,Peter Ustinov,Spartacus,TRUE,,
1960 (33rd),1960,33,best_actor_supporting_role,Best Actor in a Supporting Role,Peter Falk,"Murder, Inc.",FALSE,,
1960 (33rd),1960,33,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Kruschen,The Apartment,FALSE,,
1960 (33rd),1960,33,best_actor_supporting_role,Best Actor in a Supporting Role,Sal Mineo,Exodus,FALSE,,
1960 (33rd),1960,33,best_actor_supporting_role,Best Actor in a Supporting Role,Chill Wills,The Alamo,FALSE,,
1961 (34th),1961,34,best_actor_supporting_role,Best Actor in a Supporting Role,George Chakiris,West Side Story,TRUE,,
1961 (34th),1961,34,best_actor_supporting_role,Best Actor in a Supporting Role,Montgomery Clift,Judgment at Nuremberg,FALSE,,
1961 (34th),1961,34,best_actor_supporting_role,Best Actor in a Supporting Role,Peter Falk,Pocketful of Miracles,FALSE,,
1961 (34th),1961,34,best_actor_supporting_role,Best Actor in a Supporting Role,Jackie Gleason,The Hustler,FALSE,,
1961 (34th),1961,34,best_actor_supporting_role,Best Actor in a Supporting Role,George C. Scott ,The Hustler,FALSE,,
1962 (35th),1962,35,best_actor_supporting_role,Best Actor in a Supporting Role,Ed Begley,Sweet Bird of Youth,TRUE,,
1962 (35th),1962,35,best_actor_supporting_role,Best Actor in a Supporting Role,Victor Buono,What Ever Happened to Baby Jane?,FALSE,,
1962 (35th),1962,35,best_actor_supporting_role,Best Actor in a Supporting Role,Telly Savalas,Birdman of Alcatraz,FALSE,,
1962 (35th),1962,35,best_actor_supporting_role,Best Actor in a Supporting Role,Omar Sharif,Lawrence of Arabia,FALSE,,
1962 (35th),1962,35,best_actor_supporting_role,Best Actor in a Supporting Role,Terence Stamp,Billy Budd,FALSE,,
1963 (36th),1963,36,best_actor_supporting_role,Best Actor in a Supporting Role,Melvyn Douglas,Hud,TRUE,,
1963 (36th),1963,36,best_actor_supporting_role,Best Actor in a Supporting Role,Nick Adams,Twilight of Honor,FALSE,,
1963 (36th),1963,36,best_actor_supporting_role,Best Actor in a Supporting Role,Bobby Darin,"Captain Newman, M.D.",FALSE,,
1963 (36th),1963,36,best_actor_supporting_role,Best Actor in a Supporting Role,Hugh Griffith,Tom Jones,FALSE,,
1963 (36th),1963,36,best_actor_supporting_role,Best Actor in a Supporting Role,John Huston,The Cardinal,FALSE,,
1964 (37th),1964,37,best_actor_supporting_role,Best Actor in a Supporting Role,Peter Ustinov,Topkapi,TRUE,,
1964 (37th),1964,37,best_actor_supporting_role,Best Actor in a Supporting Role,John Gielgud,Becket,FALSE,,
1964 (37th),1964,37,best_actor_supporting_role,Best Actor in a Supporting Role,Stanley Holloway,My Fair Lady,FALSE,,
1964 (37th),1964,37,best_actor_supporting_role,Best Actor in a Supporting Role,Edmond O'Brien,Seven Days in May,FALSE,,
1964 (37th),1964,37,best_actor_supporting_role,Best Actor in a Supporting Role,Lee Tracy,The Best Man,FALSE,,
1965 (38th),1965,38,best_actor_supporting_role,Best Actor in a Supporting Role,Martin Balsam,A Thousand Clowns,TRUE,,
1965 (38th),1965,38,best_actor_supporting_role,Best Actor in a Supporting Role,Ian Bannen,The Flight of the Phoenix,FALSE,,
1965 (38th),1965,38,best_actor_supporting_role,Best Actor in a Supporting Role,Tom Courtenay,Doctor Zhivago,FALSE,,
1965 (38th),1965,38,best_actor_supporting_role,Best Actor in a Supporting Role,Michael Dunn,Ship of Fools,FALSE,,
1965 (38th),1965,38,best_actor_supporting_role,Best Actor in a Supporting Role,Frank Finlay,Othello,FALSE,,
1966 (39th),1966,39,best_actor_supporting_role,Best Actor in a Supporting Role,Walter Matthau,The Fortune Cookie,TRUE,,
1966 (39th),1966,39,best_actor_supporting_role,Best Actor in a Supporting Role,Mako Iwamatsu,The Sand Pebbles,FALSE,asian,Japanese descent.
1966 (39th),1966,39,best_actor_supporting_role,Best Actor in a Supporting Role,James Mason,Georgy Girl,FALSE,,
1966 (39th),1966,39,best_actor_supporting_role,Best Actor in a Supporting Role,George Segal,Who's Afraid of Virginia Woolf?,FALSE,,
1966 (39th),1966,39,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Shaw,A Man for All Seasons,FALSE,,
1967 (40th),1967,40,best_actor_supporting_role,Best Actor in a Supporting Role,George Kennedy,Cool Hand Luke,TRUE,,
1967 (40th),1967,40,best_actor_supporting_role,Best Actor in a Supporting Role,John Cassavetes,The Dirty Dozen,FALSE,,
1967 (40th),1967,40,best_actor_supporting_role,Best Actor in a Supporting Role,Gene Hackman,Bonnie and Clyde,FALSE,,
1967 (40th),1967,40,best_actor_supporting_role,Best Actor in a Supporting Role,Cecil Kellaway,Guess Who's Coming to Dinner,FALSE,,
1967 (40th),1967,40,best_actor_supporting_role,Best Actor in a Supporting Role,Michael J. Pollard,Bonnie and Clyde,FALSE,,
1968 (41st),1968,41,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Albertson,The Subject Was Roses,TRUE,,
1968 (41st),1968,41,best_actor_supporting_role,Best Actor in a Supporting Role,Seymour Cassel,Faces,FALSE,,
1968 (41st),1968,41,best_actor_supporting_role,Best Actor in a Supporting Role,Daniel Massey,Star!,FALSE,,
1968 (41st),1968,41,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Wild,Oliver!,FALSE,,
1968 (41st),1968,41,best_actor_supporting_role,Best Actor in a Supporting Role,Gene Wilder,The Producers,FALSE,,
1969 (42nd),1969,42,best_actor_supporting_role,Best Actor in a Supporting Role,Gig Young,"They Shoot Horses, Don't They?",TRUE,,
1969 (42nd),1969,42,best_actor_supporting_role,Best Actor in a Supporting Role,Rupert Crosse,The Reivers,FALSE,black,First African-American actor to be nominated for Best Supporting Actor.
1969 (42nd),1969,42,best_actor_supporting_role,Best Actor in a Supporting Role,Elliott Gould,Bob & Carol & Ted & Alice,FALSE,,
1969 (42nd),1969,42,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Nicholson,Easy Rider,FALSE,,
1969 (42nd),1969,42,best_actor_supporting_role,Best Actor in a Supporting Role,Anthony Quayle,Anne of the Thousand Days,FALSE,,
1970 (43rd),1970,43,best_actor_supporting_role,Best Actor in a Supporting Role,John Mills,Ryan's Daughter,TRUE,,
1970 (43rd),1970,43,best_actor_supporting_role,Best Actor in a Supporting Role,Richard S. Castellano,Lovers and Other Strangers,FALSE,,
1970 (43rd),1970,43,best_actor_supporting_role,Best Actor in a Supporting Role,Chief Dan George,Little Big Man,FALSE,,
1970 (43rd),1970,43,best_actor_supporting_role,Best Actor in a Supporting Role,Gene Hackman,I Never Sang for My Father,FALSE,,
1970 (43rd),1970,43,best_actor_supporting_role,Best Actor in a Supporting Role,John Marley,Love Story,FALSE,,
1971 (44th),1971,44,best_actor_supporting_role,Best Actor in a Supporting Role,Ben Johnson,The Last Picture Show,TRUE,,
1971 (44th),1971,44,best_actor_supporting_role,Best Actor in a Supporting Role,Jeff Bridges,The Last Picture Show,FALSE,,
1971 (44th),1971,44,best_actor_supporting_role,Best Actor in a Supporting Role,Leonard Frey,Fiddler on the Roof,FALSE,,
1971 (44th),1971,44,best_actor_supporting_role,Best Actor in a Supporting Role,Richard Jaeckel,Sometimes a Great Notion,FALSE,,
1971 (44th),1971,44,best_actor_supporting_role,Best Actor in a Supporting Role,Roy Scheider,The French Connection,FALSE,,
1972 (45th),1972,45,best_actor_supporting_role,Best Actor in a Supporting Role,Joel Grey,Cabaret,TRUE,,
1972 (45th),1972,45,best_actor_supporting_role,Best Actor in a Supporting Role,Eddie Albert,The Heartbreak Kid,FALSE,,
1972 (45th),1972,45,best_actor_supporting_role,Best Actor in a Supporting Role,James Caan,The Godfather,FALSE,,
1972 (45th),1972,45,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Duvall,The Godfather,FALSE,,
1972 (45th),1972,45,best_actor_supporting_role,Best Actor in a Supporting Role,Al Pacino,The Godfather,FALSE,,
1973 (46th),1973,46,best_actor_supporting_role,Best Actor in a Supporting Role,John Houseman,The Paper Chase,TRUE,,
1973 (46th),1973,46,best_actor_supporting_role,Best Actor in a Supporting Role,Vincent Gardenia,Bang the Drum Slowly,FALSE,,
1973 (46th),1973,46,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Gilford,Save the Tiger,FALSE,,
1973 (46th),1973,46,best_actor_supporting_role,Best Actor in a Supporting Role,Jason Miller,The Exorcist,FALSE,,
1973 (46th),1973,46,best_actor_supporting_role,Best Actor in a Supporting Role,Randy Quaid,The Last Detail,FALSE,,
1974 (47th),1974,47,best_actor_supporting_role,Best Actor in a Supporting Role,Robert De Niro,The Godfather Part II,TRUE,,
1974 (47th),1974,47,best_actor_supporting_role,Best Actor in a Supporting Role,Fred Astaire,The Towering Inferno,FALSE,,
1974 (47th),1974,47,best_actor_supporting_role,Best Actor in a Supporting Role,Jeff Bridges,Thunderbolt and Lightfoot,FALSE,,
1974 (47th),1974,47,best_actor_supporting_role,Best Actor in a Supporting Role,Michael V. Gazzo,The Godfather Part II,FALSE,,
1974 (47th),1974,47,best_actor_supporting_role,Best Actor in a Supporting Role,Lee Strasberg,The Godfather Part II,FALSE,,
1975 (48th),1975,48,best_actor_supporting_role,Best Actor in a Supporting Role,George Burns,The Sunshine Boys,TRUE,,
1975 (48th),1975,48,best_actor_supporting_role,Best Actor in a Supporting Role,Brad Dourif,One Flew Over the Cuckoo's Nest,FALSE,,
1975 (48th),1975,48,best_actor_supporting_role,Best Actor in a Supporting Role,Burgess Meredith,The Day of the Locust,FALSE,,
1975 (48th),1975,48,best_actor_supporting_role,Best Actor in a Supporting Role,Chris Sarandon,Dog Day Afternoon,FALSE,,
1975 (48th),1975,48,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Warden,Shampoo,FALSE,,
1976 (49th),1976,49,best_actor_supporting_role,Best Actor in a Supporting Role,Jason Robards,All the President's Men,TRUE,,
1976 (49th),1976,49,best_actor_supporting_role,Best Actor in a Supporting Role,Ned Beatty,Network,FALSE,,
1976 (49th),1976,49,best_actor_supporting_role,Best Actor in a Supporting Role,Burgess Meredith,Rocky,FALSE,,
1976 (49th),1976,49,best_actor_supporting_role,Best Actor in a Supporting Role,Laurence Olivier,Marathon Man,FALSE,,
1976 (49th),1976,49,best_actor_supporting_role,Best Actor in a Supporting Role,Burt Young,Rocky,FALSE,,
1977 (50th),1977,50,best_actor_supporting_role,Best Actor in a Supporting Role,Jason Robards,Julia,TRUE,,
1977 (50th),1977,50,best_actor_supporting_role,Best Actor in a Supporting Role,Mikhail Baryshnikov,The Turning Point,FALSE,,
1977 (50th),1977,50,best_actor_supporting_role,Best Actor in a Supporting Role,Peter Firth,Equus,FALSE,,
1977 (50th),1977,50,best_actor_supporting_role,Best Actor in a Supporting Role,Alec Guinness,Star Wars,FALSE,,
1977 (50th),1977,50,best_actor_supporting_role,Best Actor in a Supporting Role,Maximilian Schell,Julia,FALSE,,
1978 (51st),1978,51,best_actor_supporting_role,Best Actor in a Supporting Role,Christopher Walken,The Deer Hunter,TRUE,,
1978 (51st),1978,51,best_actor_supporting_role,Best Actor in a Supporting Role,Bruce Dern,Coming Home,FALSE,,
1978 (51st),1978,51,best_actor_supporting_role,Best Actor in a Supporting Role,Richard Farnsworth,Comes a Horseman,FALSE,,
1978 (51st),1978,51,best_actor_supporting_role,Best Actor in a Supporting Role,John Hurt,Midnight Express,FALSE,,
1978 (51st),1978,51,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Warden,Heaven Can Wait,FALSE,,
1979 (52nd),1979,52,best_actor_supporting_role,Best Actor in a Supporting Role,Melvyn Douglas,Being There,TRUE,,
1979 (52nd),1979,52,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Duvall,Apocalypse Now,FALSE,,
1979 (52nd),1979,52,best_actor_supporting_role,Best Actor in a Supporting Role,Frederic Forrest,The Rose,FALSE,,
1979 (52nd),1979,52,best_actor_supporting_role,Best Actor in a Supporting Role,Justin Henry,Kramer vs. Kramer,FALSE,,
1979 (52nd),1979,52,best_actor_supporting_role,Best Actor in a Supporting Role,Mickey Rooney,The Black Stallion,FALSE,,
1980 (53rd),1980,53,best_actor_supporting_role,Best Actor in a Supporting Role,Timothy Hutton,Ordinary People,TRUE,,
1980 (53rd),1980,53,best_actor_supporting_role,Best Actor in a Supporting Role,Judd Hirsch,Ordinary People,FALSE,,
1980 (53rd),1980,53,best_actor_supporting_role,Best Actor in a Supporting Role,Michael O'Keefe,The Great Santini,FALSE,,
1980 (53rd),1980,53,best_actor_supporting_role,Best Actor in a Supporting Role,Joe Pesci,Raging Bull,FALSE,,
1980 (53rd),1980,53,best_actor_supporting_role,Best Actor in a Supporting Role,Jason Robards,Melvin and Howard,FALSE,,
1981 (54th),1981,54,best_actor_supporting_role,Best Actor in a Supporting Role,John Gielgud,Arthur,TRUE,,
1981 (54th),1981,54,best_actor_supporting_role,Best Actor in a Supporting Role,James Coco,Only When I Laugh,FALSE,,
1981 (54th),1981,54,best_actor_supporting_role,Best Actor in a Supporting Role,Ian Holm,Chariots of Fire,FALSE,,
1981 (54th),1981,54,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Nicholson,Reds,FALSE,,
1981 (54th),1981,54,best_actor_supporting_role,Best Actor in a Supporting Role,Howard Rollins,Ragtime,FALSE,black,Debut film performance.
1982 (55th),1982,55,best_actor_supporting_role,Best Actor in a Supporting Role,Louis Gossett Jr.,An Officer and a Gentleman,TRUE,black,First African-American actor to win Best Supporting Actor.
1982 (55th),1982,55,best_actor_supporting_role,Best Actor in a Supporting Role,Charles Durning,The Best Little Whorehouse in Texas,FALSE,,
1982 (55th),1982,55,best_actor_supporting_role,Best Actor in a Supporting Role,John Lithgow,The World According to Garp,FALSE,,
1982 (55th),1982,55,best_actor_supporting_role,Best Actor in a Supporting Role,James Mason,The Verdict,FALSE,,
1982 (55th),1982,55,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Preston,Victor/Victoria,FALSE,,
1983 (56th),1983,56,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Nicholson,Terms of Endearment,TRUE,,
1983 (56th),1983,56,best_actor_supporting_role,Best Actor in a Supporting Role,Charles Durning,To Be or Not to Be,FALSE,,
1983 (56th),1983,56,best_actor_supporting_role,Best Actor in a Supporting Role,John Lithgow,Terms of Endearment,FALSE,,
1983 (56th),1983,56,best_actor_supporting_role,Best Actor in a Supporting Role,Sam Shepard,The Right Stuff,FALSE,,
1983 (56th),1983,56,best_actor_supporting_role,Best Actor in a Supporting Role,Rip Torn,Cross Creek,FALSE,,
1984 (57th),1984,57,best_actor_supporting_role,Best Actor in a Supporting Role,Haing S. Ngor,The Killing Fields,TRUE,asian,"Chinese/Cambodian descent (father is Chinese, mother is Khmer).First Asian to win Best Supporting Actor.This was Ngor's debut acting performance."
1984 (57th),1984,57,best_actor_supporting_role,Best Actor in a Supporting Role,Adolph Caesar,A Soldier's Story,FALSE,black,
1984 (57th),1984,57,best_actor_supporting_role,Best Actor in a Supporting Role,John Malkovich,Places in the Heart,FALSE,,
1984 (57th),1984,57,best_actor_supporting_role,Best Actor in a Supporting Role,Pat Morita,The Karate Kid,FALSE,asian,Japanese descent.
1984 (57th),1984,57,best_actor_supporting_role,Best Actor in a Supporting Role,Ralph Richardson (posthumous),"Greystoke: The Legend of Tarzan, Lord of the Apes",FALSE,,
1985 (58th),1985,58,best_actor_supporting_role,Best Actor in a Supporting Role,Don Ameche,Cocoon,TRUE,,
1985 (58th),1985,58,best_actor_supporting_role,Best Actor in a Supporting Role,Klaus Maria Brandauer,Out of Africa,FALSE,,
1985 (58th),1985,58,best_actor_supporting_role,Best Actor in a Supporting Role,William Hickey,Prizzi's Honor,FALSE,,
1985 (58th),1985,58,best_actor_supporting_role,Best Actor in a Supporting Role,Robert Loggia,Jagged Edge,FALSE,,
1985 (58th),1985,58,best_actor_supporting_role,Best Actor in a Supporting Role,Eric Roberts,Runaway Train,FALSE,,
1986 (59th),1986,59,best_actor_supporting_role,Best Actor in a Supporting Role,Michael Caine,Hannah and Her Sisters,TRUE,,
1986 (59th),1986,59,best_actor_supporting_role,Best Actor in a Supporting Role,Tom Berenger,Platoon,FALSE,,
1986 (59th),1986,59,best_actor_supporting_role,Best Actor in a Supporting Role,Willem Dafoe,Platoon,FALSE,,
1986 (59th),1986,59,best_actor_supporting_role,Best Actor in a Supporting Role,Denholm Elliott,A Room with a View,FALSE,,
1986 (59th),1986,59,best_actor_supporting_role,Best Actor in a Supporting Role,Dennis Hopper,Hoosiers,FALSE,,
1987 (60th),1987,60,best_actor_supporting_role,Best Actor in a Supporting Role,Sean Connery,The Untouchables,TRUE,,
1987 (60th),1987,60,best_actor_supporting_role,Best Actor in a Supporting Role,Albert Brooks,Broadcast News,FALSE,,
1987 (60th),1987,60,best_actor_supporting_role,Best Actor in a Supporting Role,Morgan Freeman,Street Smart,FALSE,black,First time multiple African-American actors received Best Supporting Actor nominations.
1987 (60th),1987,60,best_actor_supporting_role,Best Actor in a Supporting Role,Vincent Gardenia,Moonstruck,FALSE,,
1987 (60th),1987,60,best_actor_supporting_role,Best Actor in a Supporting Role,Denzel Washington,Cry Freedom,FALSE,black,First time multiple African-American actors received Best Supporting Actor nominations.
1988 (61st),1988,61,best_actor_supporting_role,Best Actor in a Supporting Role,Kevin Kline,A Fish Called Wanda,TRUE,,
1988 (61st),1988,61,best_actor_supporting_role,Best Actor in a Supporting Role,Alec Guinness,Little Dorrit,FALSE,,
1988 (61st),1988,61,best_actor_supporting_role,Best Actor in a Supporting Role,Martin Landau,Tucker: The Man and His Dream,FALSE,,
1988 (61st),1988,61,best_actor_supporting_role,Best Actor in a Supporting Role,River Phoenix,Running on Empty,FALSE,,
1988 (61st),1988,61,best_actor_supporting_role,Best Actor in a Supporting Role,Dean Stockwell,Married to the Mob,FALSE,,
1989 (62nd),1989,62,best_actor_supporting_role,Best Actor in a Supporting Role,Denzel Washington,Glory,TRUE,black,First African-American actor to receive two Best Supporting Actor nominations.
1989 (62nd),1989,62,best_actor_supporting_role,Best Actor in a Supporting Role,Danny Aiello,Do the Right Thing,FALSE,,
1989 (62nd),1989,62,best_actor_supporting_role,Best Actor in a Supporting Role,Dan Aykroyd,Driving Miss Daisy,FALSE,,
1989 (62nd),1989,62,best_actor_supporting_role,Best Actor in a Supporting Role,Marlon Brando,A Dry White Season,FALSE,,
1989 (62nd),1989,62,best_actor_supporting_role,Best Actor in a Supporting Role,Martin Landau,Crimes and Misdemeanors,FALSE,,
1990 (63rd),1990,63,best_actor_supporting_role,Best Actor in a Supporting Role,Joe Pesci,Goodfellas,TRUE,,
1990 (63rd),1990,63,best_actor_supporting_role,Best Actor in a Supporting Role,Bruce Davison,Longtime Companion,FALSE,,
1990 (63rd),1990,63,best_actor_supporting_role,Best Actor in a Supporting Role,Andy García,The Godfather Part III,FALSE,hispanic,First Cuban to be nominated for an acting Academy Award.
1990 (63rd),1990,63,best_actor_supporting_role,Best Actor in a Supporting Role,Graham Greene,Dances with Wolves,FALSE,,
1990 (63rd),1990,63,best_actor_supporting_role,Best Actor in a Supporting Role,Al Pacino,Dick Tracy,FALSE,,
1991 (64th),1991,64,best_actor_supporting_role,Best Actor in a Supporting Role,Jack Palance,City Slickers,TRUE,,
1991 (64th),1991,64,best_actor_supporting_role,Best Actor in a Supporting Role,Tommy Lee Jones,JFK,FALSE,,
1991 (64th),1991,64,best_actor_supporting_role,Best Actor in a Supporting Role,Harvey Keitel,Bugsy,FALSE,,
1991 (64th),1991,64,best_actor_supporting_role,Best Actor in a Supporting Role,Ben Kingsley,Bugsy,FALSE,asian,"Indian descent.Tied for third most Oscar-nominated Asian of all time, with four nominations."
