year_label,year,ceremony_number,award_id,award_label,name,film,winner,ethnic_background,milestone-note
1927/28 (1st),1928,1,best_actor_leading_role,Best Actor in a Leading Role,Emil Jannings ,The Last CommandThe Way of All Flesh,TRUE,,
1927/28 (1st),1928,1,best_actor_leading_role,Best Actor in a Leading Role,Richard Barthelmess,The NooseThe Patent Leather Kid,FALSE,,
1928/29(2nd),1929,2,best_actor_leading_role,Best Actor in a Leading Role,Warner Baxter,In Old Arizona,TRUE,,
1928/29(2nd),1929,2,best_actor_leading_role,Best Actor in a Leading Role,George Bancroft,Thunderbolt,FALSE,,
1928/29(2nd),1929,2,best_actor_leading_role,Best Actor in a Leading Role,Chester Morris,Alibi,FALSE,,
1928/29(2nd,1929,2,best_actor_leading_role,Best Actor in a Leading Role,Paul Muni,The Valiant,FALSE,,
1928/29(2nd),1929,2,best_actor_leading_role,Best Actor in a Leading Role,Lewis Stone,The Patriot,FALSE,,
1929/30 (3rd),1930,3,best_actor_leading_role,Best Actor in a Leading Role,George Arliss ,Disraeli,TRUE,,
1929/30 (3rd),1930,3,best_actor_leading_role,Best Actor in a Leading Role,George Arliss,The Green Goddess,FALSE,,
1929/30 (3rd),1930,3,best_actor_leading_role,Best Actor in a Leading Role,Wallace Beery,The Big House,FALSE,,
1929/30 (3rd),1930,3,best_actor_leading_role,Best Actor in a Leading Role,Maurice Chevalier ,The Big Pond  The Love Parade,FALSE,,
1929/30 (3rd),1930,3,best_actor_leading_role,Best Actor in a Leading Role,Ronald Colman ,Bulldog Drummond  Condemned,FALSE,,
1929/30 (3rd),1930,3,best_actor_leading_role,Best Actor in a Leading Role,Lawrence Tibbett,The Rogue Song,FALSE,,
1930/31 (4th),1931,4,best_actor_leading_role,Best Actor in a Leading Role,Lionel Barrymore,A Free Soul,TRUE,,
1930/31 (4th),1931,4,best_actor_leading_role,Best Actor in a Leading Role,Jackie Cooper,Skippy,FALSE,,
1930/31 (4th),1931,4,best_actor_leading_role,Best Actor in a Leading Role,Richard Dix,Cimarron,FALSE,,
1930/31 (4th),1931,4,best_actor_leading_role,Best Actor in a Leading Role,Fredric March,The Royal Family of Broadway,FALSE,,
1930/31 (4th),1931,4,best_actor_leading_role,Best Actor in a Leading Role,Adolphe Menjou,The Front Page,FALSE,,
1931/32 (5th),1932,5,best_actor_leading_role,Best Actor in a Leading Role,Wallace Beery  (TIE) ,The Champ,TRUE,,
1931/32 (5th),1932,5,best_actor_leading_role,Best Actor in a Leading Role,Fredric March  (TIE) ,Dr. Jekyll and Mr. Hyde,TRUE,,
1931/32 (5th),1932,5,best_actor_leading_role,Best Actor in a Leading Role,Alfred Lunt,The Guardsman,FALSE,,
1932/33 (6th),1933,6,best_actor_leading_role,Best Actor in a Leading Role,Charles Laughton,The Private Life of Henry VIII,TRUE,,
1932/33 (6th),1933,6,best_actor_leading_role,Best Actor in a Leading Role,Leslie Howard,Berkeley Square,FALSE,,
1932/33 (6th),1933,6,best_actor_leading_role,Best Actor in a Leading Role,Paul Muni,I Am a Fugitive from a Chain Gang,FALSE,,
1934 (7th),1934,7,best_actor_leading_role,Best Actor in a Leading Role,Clark Gable,It Happened One Night,TRUE,,
1934 (7th),1934,7,best_actor_leading_role,Best Actor in a Leading Role,Frank Morgan,The Affairs of Cellini,FALSE,,
1934 (7th),1934,7,best_actor_leading_role,Best Actor in a Leading Role,William Powell,The Thin Man,FALSE,,
1935 (8th),1935,8,best_actor_leading_role,Best Actor in a Leading Role,Victor McLaglen,The Informer,TRUE,,
1935 (8th),1935,8,best_actor_leading_role,Best Actor in a Leading Role,Clark Gable,Mutiny on the Bounty,FALSE,,
1935 (8th),1935,8,best_actor_leading_role,Best Actor in a Leading Role,Charles Laughton,Mutiny on the Bounty,FALSE,,
1935 (8th),1935,8,best_actor_leading_role,Best Actor in a Leading Role,Franchot Tone,Mutiny on the Bounty,FALSE,,
1936 (9th),1936,9,best_actor_leading_role,Best Actor in a Leading Role,Paul Muni,The Story of Louis Pasteur,TRUE,,
1936 (9th),1936,9,best_actor_leading_role,Best Actor in a Leading Role,Gary Cooper,Mr. Deeds Goes to Town,FALSE,,
1936 (9th),1936,9,best_actor_leading_role,Best Actor in a Leading Role,Walter Huston,Dodsworth,FALSE,,
1936 (9th),1936,9,best_actor_leading_role,Best Actor in a Leading Role,William Powell,My Man Godfrey,FALSE,,
1936 (9th),1936,9,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,San Francisco,FALSE,,
1937 (10th),1937,10,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,Captains Courageous,TRUE,,
1937 (10th),1937,10,best_actor_leading_role,Best Actor in a Leading Role,Charles Boyer,Conquest,FALSE,,
1937 (10th),1937,10,best_actor_leading_role,Best Actor in a Leading Role,Fredric March,A Star Is Born,FALSE,,
1937 (10th),1937,10,best_actor_leading_role,Best Actor in a Leading Role,Robert Montgomery,Night Must Fall,FALSE,,
1937 (10th),1937,10,best_actor_leading_role,Best Actor in a Leading Role,Paul Muni,The Life of Emile Zola,FALSE,,
1938 (11th),1938,11,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,Boys Town,TRUE,,
1938 (11th),1938,11,best_actor_leading_role,Best Actor in a Leading Role,Charles Boyer,Algiers,FALSE,,
1938 (11th),1938,11,best_actor_leading_role,Best Actor in a Leading Role,James Cagney,Angels with Dirty Faces,FALSE,,
1938 (11th),1938,11,best_actor_leading_role,Best Actor in a Leading Role,Robert Donat,The Citadel,FALSE,,
1938 (11th),1938,11,best_actor_leading_role,Best Actor in a Leading Role,Leslie Howard,Pygmalion,FALSE,,
1939 (12th),1939,12,best_actor_leading_role,Best Actor in a Leading Role,Robert Donat,"Goodbye, Mr. Chips",TRUE,,
1939 (12th),1939,12,best_actor_leading_role,Best Actor in a Leading Role,Clark Gable,Gone with the Wind,FALSE,,
1939 (12th),1939,12,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Wuthering Heights,FALSE,,
1939 (12th),1939,12,best_actor_leading_role,Best Actor in a Leading Role,Mickey Rooney,Babes in Arms,FALSE,,
1939 (12th),1939,12,best_actor_leading_role,Best Actor in a Leading Role,James Stewart,Mr. Smith Goes to Washington,FALSE,,
1940 (13th),1940,13,best_actor_leading_role,Best Actor in a Leading Role,James Stewart,The Philadelphia Story,TRUE,,
1940 (13th),1940,13,best_actor_leading_role,Best Actor in a Leading Role,Charlie Chaplin,The Great Dictator,FALSE,,
1940 (13th),1940,13,best_actor_leading_role,Best Actor in a Leading Role,Henry Fonda,The Grapes of Wrath,FALSE,,
1940 (13th),1940,13,best_actor_leading_role,Best Actor in a Leading Role,Raymond Massey,Abe Lincoln in Illinois,FALSE,,
1940 (13th),1940,13,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Rebecca,FALSE,,
1941 (14th),1941,14,best_actor_leading_role,Best Actor in a Leading Role,Gary Cooper,Sergeant York,TRUE,,
1941 (14th),1941,14,best_actor_leading_role,Best Actor in a Leading Role,Cary Grant,Penny Serenade,FALSE,,
1941 (14th),1941,14,best_actor_leading_role,Best Actor in a Leading Role,Walter Huston,The Devil and Daniel Webster,FALSE,,
1941 (14th),1941,14,best_actor_leading_role,Best Actor in a Leading Role,Robert Montgomery,Here Comes Mr. Jordan,FALSE,,
1941 (14th),1941,14,best_actor_leading_role,Best Actor in a Leading Role,Orson Welles,Citizen Kane,FALSE,,
1942 (15th),1942,15,best_actor_leading_role,Best Actor in a Leading Role,James Cagney,Yankee Doodle Dandy,TRUE,,
1942 (15th),1942,15,best_actor_leading_role,Best Actor in a Leading Role,Ronald Colman,Random Harvest,FALSE,,
1942 (15th),1942,15,best_actor_leading_role,Best Actor in a Leading Role,Gary Cooper,The Pride of the Yankees,FALSE,,
1942 (15th),1942,15,best_actor_leading_role,Best Actor in a Leading Role,Walter Pidgeon,Mrs. Miniver,FALSE,,
1942 (15th),1942,15,best_actor_leading_role,Best Actor in a Leading Role,Monty Woolley,The Pied Piper,FALSE,,
1943 (16th),1943,16,best_actor_leading_role,Best Actor in a Leading Role,Paul Lukas,Watch on the Rhine,TRUE,,
1943 (16th),1943,16,best_actor_leading_role,Best Actor in a Leading Role,Humphrey Bogart,Casablanca,FALSE,,
1943 (16th),1943,16,best_actor_leading_role,Best Actor in a Leading Role,Gary Cooper,For Whom the Bell Tolls,FALSE,,
1943 (16th),1943,16,best_actor_leading_role,Best Actor in a Leading Role,Walter Pidgeon,Madame Curie,FALSE,,
1943 (16th),1943,16,best_actor_leading_role,Best Actor in a Leading Role,Mickey Rooney,The Human Comedy,FALSE,,
1944 (17th),1944,17,best_actor_leading_role,Best Actor in a Leading Role,Bing Crosby,Going My Way,TRUE,,
1944 (17th),1944,17,best_actor_leading_role,Best Actor in a Leading Role,Charles Boyer,Gaslight,FALSE,,
1944 (17th),1944,17,best_actor_leading_role,Best Actor in a Leading Role,Barry Fitzgerald,Going My Way,FALSE,,
1944 (17th),1944,17,best_actor_leading_role,Best Actor in a Leading Role,Cary Grant,None but the Lonely Heart,FALSE,,
1944 (17th),1944,17,best_actor_leading_role,Best Actor in a Leading Role,Alexander Knox,Wilson,FALSE,,
1945 (18th),1945,18,best_actor_leading_role,Best Actor in a Leading Role,Ray Milland,The Lost Weekend,TRUE,,
1945 (18th),1945,18,best_actor_leading_role,Best Actor in a Leading Role,Bing Crosby,The Bells of St. Mary's,FALSE,,
1945 (18th),1945,18,best_actor_leading_role,Best Actor in a Leading Role,Gene Kelly,Anchors Aweigh,FALSE,,
1945 (18th),1945,18,best_actor_leading_role,Best Actor in a Leading Role,Gregory Peck,The Keys of the Kingdom,FALSE,,
1945 (18th),1945,18,best_actor_leading_role,Best Actor in a Leading Role,Cornel Wilde,A Song to Remember,FALSE,,
1946 (19th),1946,19,best_actor_leading_role,Best Actor in a Leading Role,Fredric March,The Best Years of Our Lives,TRUE,,
1946 (19th),1946,19,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Henry V,FALSE,,
1946 (19th),1946,19,best_actor_leading_role,Best Actor in a Leading Role,Larry Parks,The Jolson Story,FALSE,,
1946 (19th),1946,19,best_actor_leading_role,Best Actor in a Leading Role,Gregory Peck,The Yearling,FALSE,,
1946 (19th),1946,19,best_actor_leading_role,Best Actor in a Leading Role,James Stewart,It's a Wonderful Life,FALSE,,
1947 (20th),1947,20,best_actor_leading_role,Best Actor in a Leading Role,Ronald Colman,A Double Life,TRUE,,
1947 (20th),1947,20,best_actor_leading_role,Best Actor in a Leading Role,John Garfield,Body and Soul,FALSE,,
1947 (20th),1947,20,best_actor_leading_role,Best Actor in a Leading Role,Gregory Peck,Gentleman's Agreement,FALSE,,
1947 (20th),1947,20,best_actor_leading_role,Best Actor in a Leading Role,William Powell,Life with Father,FALSE,,
1947 (20th),1947,20,best_actor_leading_role,Best Actor in a Leading Role,Michael Redgrave,Mourning Becomes Electra,FALSE,,
1948 (21st),1948,21,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Hamlet,TRUE,,
1948 (21st),1948,21,best_actor_leading_role,Best Actor in a Leading Role,Lew Ayres,Johnny Belinda,FALSE,,
1948 (21st),1948,21,best_actor_leading_role,Best Actor in a Leading Role,Montgomery Clift,The Search,FALSE,,
1948 (21st),1948,21,best_actor_leading_role,Best Actor in a Leading Role,Dan Dailey,When My Baby Smiles at Me,FALSE,,
1948 (21st),1948,21,best_actor_leading_role,Best Actor in a Leading Role,Clifton Webb,Sitting Pretty,FALSE,,
1949 (22nd),1949,22,best_actor_leading_role,Best Actor in a Leading Role,Broderick Crawford,All the King's Men,TRUE,,
1949 (22nd),1949,22,best_actor_leading_role,Best Actor in a Leading Role,Kirk Douglas,Champion,FALSE,,
1949 (22nd),1949,22,best_actor_leading_role,Best Actor in a Leading Role,Gregory Peck,Twelve O'Clock High,FALSE,,
1949 (22nd),1949,22,best_actor_leading_role,Best Actor in a Leading Role,Richard Todd,The Hasty Heart,FALSE,,
1949 (22nd),1949,22,best_actor_leading_role,Best Actor in a Leading Role,John Wayne,Sands of Iwo Jima,FALSE,,
1950 (23rd),1950,23,best_actor_leading_role,Best Actor in a Leading Role,José Ferrer,Cyrano de Bergerac,TRUE,hispanic,First Hispanic actor to win an acting Academy Award.First Hispanic actor to be nominated more than once.
1950 (23rd),1950,23,best_actor_leading_role,Best Actor in a Leading Role,Louis Calhern,The Magnificent Yankee,FALSE,,
1950 (23rd),1950,23,best_actor_leading_role,Best Actor in a Leading Role,William Holden,Sunset Boulevard,FALSE,,
1950 (23rd),1950,23,best_actor_leading_role,Best Actor in a Leading Role,James Stewart,Harvey,FALSE,,
1950 (23rd),1950,23,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,Father of the Bride,FALSE,,
1951 (24th),1951,24,best_actor_leading_role,Best Actor in a Leading Role,Humphrey Bogart,The African Queen,TRUE,,
1951 (24th),1951,24,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando,A Streetcar Named Desire,FALSE,,
1951 (24th),1951,24,best_actor_leading_role,Best Actor in a Leading Role,Montgomery Clift,A Place in the Sun,FALSE,,
1951 (24th),1951,24,best_actor_leading_role,Best Actor in a Leading Role,Arthur Kennedy,Bright Victory,FALSE,,
1951 (24th),1951,24,best_actor_leading_role,Best Actor in a Leading Role,Fredric March,Death of a Salesman,FALSE,,
1952 (25th),1952,25,best_actor_leading_role,Best Actor in a Leading Role,Gary Cooper,High Noon,TRUE,,
1952 (25th),1952,25,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando,Viva Zapata!,FALSE,,
1952 (25th),1952,25,best_actor_leading_role,Best Actor in a Leading Role,Kirk Douglas,The Bad and the Beautiful,FALSE,,
1952 (25th),1952,25,best_actor_leading_role,Best Actor in a Leading Role,José Ferrer,Moulin Rouge,FALSE,hispanic,
1952 (25th),1952,25,best_actor_leading_role,Best Actor in a Leading Role,Alec Guinness,The Lavender Hill Mob,FALSE,,
1953 (26th),1953,26,best_actor_leading_role,Best Actor in a Leading Role,William Holden,Stalag 17,TRUE,,
1953 (26th),1953,26,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando,Julius Caesar,FALSE,,
1953 (26th),1953,26,best_actor_leading_role,Best Actor in a Leading Role,Richard Burton,The Robe,FALSE,,
1953 (26th),1953,26,best_actor_leading_role,Best Actor in a Leading Role,Montgomery Clift,From Here to Eternity,FALSE,,
1953 (26th),1953,26,best_actor_leading_role,Best Actor in a Leading Role,Burt Lancaster,From Here to Eternity,FALSE,,
1954 (27th),1954,27,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando,On the Waterfront,TRUE,,
1954 (27th),1954,27,best_actor_leading_role,Best Actor in a Leading Role,Humphrey Bogart,The Caine Mutiny,FALSE,,
1954 (27th),1954,27,best_actor_leading_role,Best Actor in a Leading Role,Bing Crosby,The Country Girl,FALSE,,
1954 (27th),1954,27,best_actor_leading_role,Best Actor in a Leading Role,James Mason,A Star Is Born,FALSE,,
1954 (27th),1954,27,best_actor_leading_role,Best Actor in a Leading Role,Dan O'Herlihy,Robinson Crusoe,FALSE,,
1955 (28th),1955,28,best_actor_leading_role,Best Actor in a Leading Role,Ernest Borgnine,Marty,TRUE,,
1955 (28th),1955,28,best_actor_leading_role,Best Actor in a Leading Role,James Cagney,Love Me or Leave Me,FALSE,,
1955 (28th),1955,28,best_actor_leading_role,Best Actor in a Leading Role,James Dean (posthumous),East of Eden,FALSE,,
1955 (28th),1955,28,best_actor_leading_role,Best Actor in a Leading Role,Frank Sinatra,The Man with the Golden Arm,FALSE,,
1955 (28th),1955,28,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,Bad Day at Black Rock,FALSE,,
1956 (29th),1956,29,best_actor_leading_role,Best Actor in a Leading Role,Yul Brynner,The King and I,TRUE,asian,"Born in Vladivostok, Russia and of Buryat descent through his paternal grandmother."
1956 (29th),1956,29,best_actor_leading_role,Best Actor in a Leading Role,James Dean (posthumous),Giant,FALSE,,
1956 (29th),1956,29,best_actor_leading_role,Best Actor in a Leading Role,Kirk Douglas,Lust for Life,FALSE,,
1956 (29th),1956,29,best_actor_leading_role,Best Actor in a Leading Role,Rock Hudson,Giant,FALSE,,
1956 (29th),1956,29,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Richard III,FALSE,,
1957 (30th),1957,30,best_actor_leading_role,Best Actor in a Leading Role,Alec Guinness,The Bridge on the River Kwai,TRUE,,
1957 (30th),1957,30,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando,Sayonara,FALSE,,
1957 (30th),1957,30,best_actor_leading_role,Best Actor in a Leading Role,Anthony Franciosa,A Hatful of Rain,FALSE,,
1957 (30th),1957,30,best_actor_leading_role,Best Actor in a Leading Role,Charles Laughton,Witness for the Prosecution,FALSE,,
1957 (30th),1957,30,best_actor_leading_role,Best Actor in a Leading Role,Anthony Quinn,Wild Is the Wind,FALSE,hispanic,
1958 (31st),1958,31,best_actor_leading_role,Best Actor in a Leading Role,David Niven,Separate Tables,TRUE,,
1958 (31st),1958,31,best_actor_leading_role,Best Actor in a Leading Role,Tony Curtis,The Defiant Ones,FALSE,,
1958 (31st),1958,31,best_actor_leading_role,Best Actor in a Leading Role,Paul Newman,Cat on a Hot Tin Roof,FALSE,,
1958 (31st),1958,31,best_actor_leading_role,Best Actor in a Leading Role,Sidney Poitier,The Defiant Ones,FALSE,black,First Black actor to be nominated for Best Actor.
1958 (31st),1958,31,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,The Old Man and the Sea,FALSE,,
1959 (32nd),1959,32,best_actor_leading_role,Best Actor in a Leading Role,Charlton Heston,Ben-Hur,TRUE,,
1959 (32nd),1959,32,best_actor_leading_role,Best Actor in a Leading Role,Laurence Harvey,Room at the Top,FALSE,,
1959 (32nd),1959,32,best_actor_leading_role,Best Actor in a Leading Role,Jack Lemmon,Some Like It Hot,FALSE,,
1959 (32nd),1959,32,best_actor_leading_role,Best Actor in a Leading Role,Paul Muni,The Last Angry Man,FALSE,,
1959 (32nd),1959,32,best_actor_leading_role,Best Actor in a Leading Role,James Stewart,Anatomy of a Murder,FALSE,,
1960 (33rd),1960,33,best_actor_leading_role,Best Actor in a Leading Role,Burt Lancaster,Elmer Gantry,TRUE,,
1960 (33rd),1960,33,best_actor_leading_role,Best Actor in a Leading Role,Trevor Howard,Sons and Lovers,FALSE,,
1960 (33rd),1960,33,best_actor_leading_role,Best Actor in a Leading Role,Jack Lemmon,The Apartment,FALSE,,
1960 (33rd),1960,33,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,The Entertainer,FALSE,,
1960 (33rd),1960,33,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,Inherit the Wind,FALSE,,
1961 (34th),1961,34,best_actor_leading_role,Best Actor in a Leading Role,Maximilian Schell,Judgment at Nuremberg,TRUE,,
1961 (34th),1961,34,best_actor_leading_role,Best Actor in a Leading Role,Charles Boyer,Fanny,FALSE,,
1961 (34th),1961,34,best_actor_leading_role,Best Actor in a Leading Role,Paul Newman,The Hustler,FALSE,,
1961 (34th),1961,34,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy,Judgment at Nuremberg,FALSE,,
1961 (34th),1961,34,best_actor_leading_role,Best Actor in a Leading Role,Stuart Whitman,The Mark,FALSE,,
1962 (35th),1962,35,best_actor_leading_role,Best Actor in a Leading Role,Gregory Peck,To Kill a Mockingbird,TRUE,,
1962 (35th),1962,35,best_actor_leading_role,Best Actor in a Leading Role,Burt Lancaster,Birdman of Alcatraz,FALSE,,
1962 (35th),1962,35,best_actor_leading_role,Best Actor in a Leading Role,Jack Lemmon,Days of Wine and Roses,FALSE,,
1962 (35th),1962,35,best_actor_leading_role,Best Actor in a Leading Role,Marcello Mastroianni,Divorce Italian Style,FALSE,,
1962 (35th),1962,35,best_actor_leading_role,Best Actor in a Leading Role,Peter O'Toole,Lawrence of Arabia,FALSE,,
1963 (36th),1963,36,best_actor_leading_role,Best Actor in a Leading Role,Sidney Poitier,Lilies of the Field,TRUE,black,First Black man to win a competitive Oscar. First Bahamian to win Best Actor. First Black actor to receive two acting nominations (Best Actor).Youngest Black actor to win Best Actor (age 37).
1963 (36th),1963,36,best_actor_leading_role,Best Actor in a Leading Role,Albert Finney,Tom Jones,FALSE,,
1963 (36th),1963,36,best_actor_leading_role,Best Actor in a Leading Role,Richard Harris,This Sporting Life,FALSE,,
1963 (36th),1963,36,best_actor_leading_role,Best Actor in a Leading Role,Rex Harrison,Cleopatra,FALSE,,
1963 (36th),1963,36,best_actor_leading_role,Best Actor in a Leading Role,Paul Newman,Hud,FALSE,,
1964 (37th),1964,37,best_actor_leading_role,Best Actor in a Leading Role,Rex Harrison,My Fair Lady,TRUE,,
1964 (37th),1964,37,best_actor_leading_role,Best Actor in a Leading Role,Richard Burton,Becket,FALSE,,
1964 (37th),1964,37,best_actor_leading_role,Best Actor in a Leading Role,Peter O'Toole,Becket,FALSE,,
1964 (37th),1964,37,best_actor_leading_role,Best Actor in a Leading Role,Anthony Quinn,Zorba the Greek,FALSE,hispanic,
1964 (37th),1964,37,best_actor_leading_role,Best Actor in a Leading Role,Peter Sellers,Dr. Strangelove,FALSE,,
1965 (38th),1965,38,best_actor_leading_role,Best Actor in a Leading Role,Lee Marvin,Cat Ballou,TRUE,,
1965 (38th),1965,38,best_actor_leading_role,Best Actor in a Leading Role,Richard Burton,The Spy Who Came In from the Cold,FALSE,,
1965 (38th),1965,38,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Othello,FALSE,,
1965 (38th),1965,38,best_actor_leading_role,Best Actor in a Leading Role,Rod Steiger,The Pawnbroker,FALSE,,
1965 (38th),1965,38,best_actor_leading_role,Best Actor in a Leading Role,Oskar Werner,Ship of Fools,FALSE,,
1966 (39th),1966,39,best_actor_leading_role,Best Actor in a Leading Role,Paul Scofield,A Man for All Seasons,TRUE,,
1966 (39th),1966,39,best_actor_leading_role,Best Actor in a Leading Role,Alan Arkin,"The Russians Are Coming, the Russians Are Coming",FALSE,,
1966 (39th),1966,39,best_actor_leading_role,Best Actor in a Leading Role,Richard Burton,Who's Afraid of Virginia Woolf?,FALSE,,
1966 (39th),1966,39,best_actor_leading_role,Best Actor in a Leading Role,Michael Caine,Alfie,FALSE,,
1966 (39th),1966,39,best_actor_leading_role,Best Actor in a Leading Role,Steve McQueen,The Sand Pebbles,FALSE,,
1967 (40th),1967,40,best_actor_leading_role,Best Actor in a Leading Role,Rod Steiger,In the Heat of the Night,TRUE,,
1967 (40th),1967,40,best_actor_leading_role,Best Actor in a Leading Role,Warren Beatty,Bonnie and Clyde,FALSE,,
1967 (40th),1967,40,best_actor_leading_role,Best Actor in a Leading Role,Dustin Hoffman,The Graduate,FALSE,,
1967 (40th),1967,40,best_actor_leading_role,Best Actor in a Leading Role,Paul Newman,Cool Hand Luke,FALSE,,
1967 (40th),1967,40,best_actor_leading_role,Best Actor in a Leading Role,Spencer Tracy (posthumous),Guess Who's Coming to Dinner,FALSE,,
1968 (41st),1968,41,best_actor_leading_role,Best Actor in a Leading Role,Cliff Robertson,Charly,TRUE,,
1968 (41st),1968,41,best_actor_leading_role,Best Actor in a Leading Role,Alan Arkin,The Heart Is a Lonely Hunter,FALSE,,
1968 (41st),1968,41,best_actor_leading_role,Best Actor in a Leading Role,Alan Bates,The Fixer,FALSE,,
1968 (41st),1968,41,best_actor_leading_role,Best Actor in a Leading Role,Ron Moody,Oliver!,FALSE,,
1968 (41st),1968,41,best_actor_leading_role,Best Actor in a Leading Role,Peter O'Toole,The Lion in Winter,FALSE,,
1969 (42nd),1969,42,best_actor_leading_role,Best Actor in a Leading Role,John Wayne,True Grit,TRUE,,
1969 (42nd),1969,42,best_actor_leading_role,Best Actor in a Leading Role,Richard Burton,Anne of the Thousand Days,FALSE,,
1969 (42nd),1969,42,best_actor_leading_role,Best Actor in a Leading Role,Dustin Hoffman,Midnight Cowboy,FALSE,,
1969 (42nd),1969,42,best_actor_leading_role,Best Actor in a Leading Role,Peter O'Toole,"Goodbye, Mr. Chips",FALSE,,
1969 (42nd),1969,42,best_actor_leading_role,Best Actor in a Leading Role,Jon Voight,Midnight Cowboy,FALSE,,
1970 (43rd),1970,43,best_actor_leading_role,Best Actor in a Leading Role,George C. Scott ,Patton,TRUE,,
1970 (43rd),1970,43,best_actor_leading_role,Best Actor in a Leading Role,Melvyn Douglas,I Never Sang for My Father,FALSE,,
1970 (43rd),1970,43,best_actor_leading_role,Best Actor in a Leading Role,James Earl Jones,The Great White Hope,FALSE,black,
1970 (43rd),1970,43,best_actor_leading_role,Best Actor in a Leading Role,Jack Nicholson,Five Easy Pieces,FALSE,,
1970 (43rd),1970,43,best_actor_leading_role,Best Actor in a Leading Role,Ryan O'Neal,Love Story,FALSE,,
1971 (44th),1971,44,best_actor_leading_role,Best Actor in a Leading Role,Gene Hackman,The French Connection,TRUE,,
1971 (44th),1971,44,best_actor_leading_role,Best Actor in a Leading Role,Peter Finch,Sunday Bloody Sunday,FALSE,,
1971 (44th),1971,44,best_actor_leading_role,Best Actor in a Leading Role,Walter Matthau,Kotch,FALSE,,
1971 (44th),1971,44,best_actor_leading_role,Best Actor in a Leading Role,George C. Scott,The Hospital,FALSE,,
1971 (44th),1971,44,best_actor_leading_role,Best Actor in a Leading Role,Topol,Fiddler on the Roof,FALSE,asian,First Israeli nominated in any category.  First Middle Eastern person to be nominated for an acting award.
1972 (45th),1972,45,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando ,The Godfather,TRUE,,
1972 (45th),1972,45,best_actor_leading_role,Best Actor in a Leading Role,Michael Caine,Sleuth,FALSE,,
1972 (45th),1972,45,best_actor_leading_role,Best Actor in a Leading Role,Laurence Olivier,Sleuth,FALSE,,
1972 (45th),1972,45,best_actor_leading_role,Best Actor in a Leading Role,Peter O'Toole,The Ruling Class,FALSE,,
1972 (45th),1972,45,best_actor_leading_role,Best Actor in a Leading Role,Paul Winfield,Sounder,FALSE,black,First film to feature African-American nominees for both Best Actor and Best Actress.
1973 (46th),1973,46,best_actor_leading_role,Best Actor in a Leading Role,Jack Lemmon,Save the Tiger,TRUE,,
1973 (46th),1973,46,best_actor_leading_role,Best Actor in a Leading Role,Marlon Brando,Last Tango in Paris,FALSE,,
1973 (46th),1973,46,best_actor_leading_role,Best Actor in a Leading Role,Jack Nicholson,The Last Detail,FALSE,,
1973 (46th),1973,46,best_actor_leading_role,Best Actor in a Leading Role,Al Pacino,Serpico,FALSE,,
1973 (46th),1973,46,best_actor_leading_role,Best Actor in a Leading Role,Robert Redford,The Sting,FALSE,,
1974 (47th),1974,47,best_actor_leading_role,Best Actor in a Leading Role,Art Carney,Harry and Tonto,TRUE,,
1974 (47th),1974,47,best_actor_leading_role,Best Actor in a Leading Role,Albert Finney,Murder on the Orient Express,FALSE,,
1974 (47th),1974,47,best_actor_leading_role,Best Actor in a Leading Role,Dustin Hoffman,Lenny,FALSE,,
1974 (47th),1974,47,best_actor_leading_role,Best Actor in a Leading Role,Jack Nicholson,Chinatown,FALSE,,
1974 (47th),1974,47,best_actor_leading_role,Best Actor in a Leading Role,Al Pacino,The Godfather Part II,FALSE,,
1975 (48th),1975,48,best_actor_leading_role,Best Actor in a Leading Role,Jack Nicholson,One Flew Over the Cuckoo's Nest,TRUE,,
1975 (48th),1975,48,best_actor_leading_role,Best Actor in a Leading Role,Walter Matthau,The Sunshine Boys,FALSE,,
1975 (48th),1975,48,best_actor_leading_role,Best Actor in a Leading Role,Al Pacino,Dog Day Afternoon,FALSE,,
1975 (48th),1975,48,best_actor_leading_role,Best Actor in a Leading Role,Maximilian Schell,The Man in the Glass Booth,FALSE,,
